idx	utterance	sentiment
765	Excellent customer service & friendly staff. Wait time was minimal considering there were many customers. Staff was friendly & knowledgeable and because of...	3
766	Josh helped me set up my phone service as well as my internet with AT&T. I was pleased with his professionalism as well as the managers, as they both...	3
767	Best family owned AT&T store, such friendly staff and very fast service. The staff is very informative and really makes sure your paying the lowest prices...	3
768	Customer service here was terrible, I walked in no acknowledgment, I had to walk up to the representative sitting behind the computers, the one young man...	1
769	"Att  Internet 99% reliability 
..your full of it ... Had Att  for 7 years ,painfully slow always down , was down for 2 weeks in march , call and was told..."	1
770	Very helpful and understanding staff, a guy with gauges helped me to upgrade my phone and answered many of my questions to help me understand att's new policies	3
771	Clerk was kind of rude and not very sociable. I was there to get an account setup and the guy didn't seem that knowledgeable and was trying to upsell me on...	1
772	So the guy working there was nice and did his best to help but...I had just lost my phone, was new to the city and unable to reach anyone I knew, and I...	1
773	STAY AWAY FROM AT&T!! They are unethical, cram unauthorized services onto your account, have nasty customer service. I am a brand new customer who received...	1
774	This is the store I went to! Much smaller than the one in London square. I ended up walking right in and getting assistance. I already new I wanted the new...	3
775	So this employee lied about everything she told me and everyone who I know that signed up with her. I was just advised I've been over paying because she...	1
776	"Unfortunately there is no option for 0 star. 
The people that work there are really rude and they made fun of my english as well! I was trying to explain..."	1
777	The worst. My parents care to visit me from overseas so I decided to get them two pre paid cards so we can contact each other while they are in the country....	1
778	I went in with my wife in an attempt to trade in our iPhones for the new iPhone X.  As soon as we walked in, we were looking around for at least 10 minutes...	1
779	I tried calling to avoid a long wait time (I would have looked for another store), but no one answered.  decided to drive to this location anyway.  When I...	1
780	Horrible service. Only about 4 employees at the store that looked miserable that they had to be there. Won't be coming back to this location.	1
781	Service is ok. Your not acknowledged right away and not enough workers. Miss my buddy here.	1
782	Best, fastest, most helpful AT&T store in the area. Usually empty when I come by and all the employees are helpful and strike up conversation. Best AT&T in...	3
783	WARNING don't go to this store. Went to store at 6:45 door posted closes at 8 and internet posted at 8. Employee told us they close at 7 and still we had 15...	1
784	One of the best AT&T Stores, has all new staff theyre so helpful and always understanding, best costumer service theyre straight forward, will def recommend...	3
785	Don't come to this at&t store they are super rude worst customer service ever! nasty faces and attitude!	1
786	I rarely have a need to stop into the store because I pay my bill and shop through the app or website. The employees are friendly and I've never felt rushed...	3
787	I came into his att store on the 24th of December.  I was quickly greeted and put on a waiting list.  I came in need of a SIM card since I lost my phone on...	2
788	"This is supposedly the ""creme de la creme"" of AT&T Technical Support, and the only alternative to being phoneless while waiting for a replacement device to..."	2
789	I was a little tentative coming to this location after reading previous reviews, but it was my closest store and I needed to upgrade my iPhone 7 to the...	3
790	I have been living in this city for the last 20 years and I have never been in a store with such a horrible customer service. The employees at this location...	1
791	This place doesn't deserve the poor star rating it has, not based on my experience today. Everyone is friendly and helpful and they do all they can to help...	3
792	Excellent customer service will definitely recommend this store, the girl there took care of all my needs and helped me understand how to use my phone	3
793	Be careful with what you agree on... Seems like the guy in there adds things to your account. He added to my new 2 phones protection packs that I never...	1
794	Theres one thing I love about a business and their ethics  are shown is how do they resolve a problem. These guys were experiencing a glitch with their new...	3
795	Horrible Customer Service. The Manager 'Robert' should take a course in customer service. There is a way to talk to people and he definitely does not know...	1
796	Thanks Ken for your kind and friendly help.  Although I just had a screen protector placed you were very friendly, helpful, and didn't minimize my service.	3
797	"-100 STARs
Yes you saw that right negative 100 stars.

After today I wondered whether I lived Isis controlled Syria or America.

I escaped Hell(Sprint)..."	1
798	Bad costumer service. The person who helped me Carlos had a terrible attitude, really sad to see this since it isn't hard to be nice and treat costumers well.	1
799	Piero was a great help to a NY traveler (me) trying to switch from a tin can system to an iPhone. He was friendly and knowledgeable with a wicked grin....	3
800	I wanted to take a moment to acknowledge Ricky's customer service.  He is knowledgeable, attentive and patient.	3
801	"First time this place is not packed which was a welcome surprise.
Very friendly service."	3
802	"Not pleased in anyway. I went in theie to receive a payment statement for the DMV. The ""representative said she couldn't do it because I was on the pre pay..."	1
803	Returned a phone, got one with more memory and was told I would get the credit back for the returned phone. It's now 4 MONTHS LATER! I get calls saying they...	1
804	"Nice place to start a new subscription ! 

Price was higher than the one I saw on internet but not that much so it wasn't a big deal ! It was a bit long but..."	3
805	What a difference in customer service !!! Great store! Got my product and didn't have to make huge lines!	3
806	I love this place !!! I upgraded my new phone. So happy with the person who helped me. His name was Rocky. Very knowledgeable, My parents went too and he...	3
807	Great customer service! Jessica was very helpful throughout my whole visit. She help me upgrade my phone into the newest iPhone. I came in at 8:20pm and was...	3
808	No different from any other shady, sneaky, and dishonest AT&T store.  Why they continue to lie and scam their customers is beyond me, but they should really...	1
809	"People dog At&t all the time but I've been a customer for 15 years and never had really had any issues.
Today I went into this store on High street to see..."	3
810	Traded in my phone for a newer one.  They couldn't transfer my photos, contacts, music.  Should have run then.  Had to buy another SD card.   They put some...	1
811	This store has the worst customer service. Went in on 8/24/16 at 8 pm and the man was not helpful and rude. All i wanted was help with a new Zagg screen, he...	1
812	I had so so customer experience at this AT&T. They really take a long time to get with a customer. It seriously took over an hour, and it wasn't even that...	2
813	Frankly using AT&T is never a pleasant experience.   Their phone customer service is awful. Their stores are. But better because you can sit and talk with...	1
814	"For context I will tell you about the issues I've had with AT&T as a company but the one star review is specific to this AT&T store.

I signed up for AT&T..."	1
815	"I stopped in prior to making an upgrade decision on my iPhone so I could see the models instead of relying on the website. 

One person was working which..."	3
816	Stay away from this store if you want good customer service ! My husband & I came into upgrade our phones.  It seemed like the Representative ( believe his...	1
817	"Unbelievably bad.  It must take considerable effort to provide customer service this bad.  

Walked in 2 PM saturday to upgrade two phones and add line...."	1
818	Wow... worst service imaginable. Walked in and waited to be helped. The greeter ignored us. When others came in the greeter added them to the queue and we...	1
819	Whether you are picking out the latest iPhone, iPad, or device with the Android system, or you just need a new cord to attach your device to a charger, the...	3
820	I called this place first, I selected them because they have have the most top reviews (3 stars) from neighboring stores. They give me info I need & I drove...	3
821	We had a great experience here and were very impressed by their professionalism. We have had nightmare experiences at other brands' stores but were very...	3
822	Huge shout out to the staff at this location, especially Sam and Kyle!  I misplaced my phone today, so I went in to see whether I should upgrade or do an...	3
823	Just switched from  another carrier to AT&T and couldn't be happier!  Finally found reliable service.  The store was organized and spacious and had a nice...	3
824	I had an excellent experience dealing with Brandon and  Chris .  They made sure that I got the best deal possible and worked hard to structure things in a...	3
825	This is the closest AT&T store to my residence but I cringe each time that I need to go in this store. I'd rather go to the Lennox/OSU location but for...	2
826	Worst customer service ever! Brandon the manager showed pics of his kids to a customer being helped by another associate while my daughter and I waited for...	1
827	We used this location last year to upgrade my husbands phone and again this week to upgrade my daughters phone as well as my own phone. Both times we drew...	3
828	Zero stars if I could. Good luck getting anything done at this location. Not enough employees to handle customer volume. Smh. Whoever is the manager of this...	1
829	The customer service was awful. After being ignored from the moment I walked in the door!  Once I was help an hour later I still left  frustrated and...	1
830	I want to thank Kevin W at the ATT store on Hamilton Road.  My sister in law has an early stage of dementia and has a hard time learning new skills.  Kevin...	3
831	The service in the store was excellent. This regards a phone contract agreement with AT&T. We were on the phone with Joseph (JP571Q) to increase our data...	1
832	This is as thanks to the kind help I received two Sundays in a row when my stupid Plantronics Bluetooth refused to pair with my IPhone.  This is really not...	3
833	Went in with some questions and Cody and Amos were very helpful. Great customer service and friendly. They answered all of my questions and didn't make me...	3
834	I was having issues with my ATT/Direct TV account.  The problem is with the system and trying to figure out a login for Direct TV. Calling has been no help...	3
835	There really isn't much to review, it's an AT&T store. Much like any other AT&T store. But I feel the need to praise the customer service here. Yasmeen was...	3
836	"It's a decent phone store at a huge mall, but I don't see the AT&Traction, personally.

This is a pretty handy phone store inside the mall at Polaris in..."	2
837	"First off, I have been with at&t for a long time. 
     I had cracked my phone screen, prompting me that my phone was paid off so I would go switch my lines..."	1
838	"Can I have your AT&T-ention please?

This is a pretty handy phone store inside the mall at Polaris in Columbus. I've had good experiences here on both..."	2
839	I switched to at&t in May 2016 from verizon. And the only reason I did, they had a deal buy one galaxy s7 and get one free. I went to AT&T store at Polaris...	1
840	Horrible customer service, no understanding of own plans( rep named Asia), pushing for the highest priced plan(way higher than we currently have). Switching...	1
841	"Horrible service. 
Went into store to ask about current phone issues and to purchase a new phone , I currently have prepaid service (H2O) subsidiary of at&t..."	1
842	I went in yesterday to upgrade my iPhone. I was told by the sales associate if I added a new line within the next 14 days, I could get a second iPhone for...	1
843	Went into the store to buy the Nokia Lumia 1020 for my wife for Christmas, she has T Mobile, but the phone can be used on T Mobile's network. The salesman...	1
844	The staff at this store is GREAT and went way out of their way to help us. We have tried MULTIPLE carriers and we are very happy with our experience with...	3
845	Nice store.  Well-organized and staffed with knowledgeable people who are willing and able to help.  The wireless service is reliable and I am excited to be...	3
846	Beware really bad customer service.  Manager Mario belongs on a used car lot.  Other employees are clueless.  Local store is unable to see billing history...	1
847	STAY AWAY!! HORRIBLE!!! Returned a phone on August 18th 2019, to this day they still have not processed the return and I'm getting charged late fees,...	1
848	Absolutely TERRIBLE customer service. We went to the Polaris Mall AT&T first and they did not have the phone we wanted in stock so she called the Lewis...	1
849	"Stopped in here to upgrade a phone.

Atmosphere:  this is a decent sized store that is wide open and has displays along the walls.  The displays have a fair..."	3
850	Ok, I don't give out 5 stars unless a place truly deserves it and by looking at recent reviews, I have to make sure I'm as honest and unbiased as possible...	3
851	The associates in this location are just young, lazy & unhelpful . I walked in for help with a representative thinking that will be more helpful than...	1
852	"Worst customer service I have ever encountered at a Cell phone business. I was told that the specific phone I picked out would be a ""free"" promotion after..."	1
853	I just switched from Verizon to att and went in this store to ask for help. I get dropped calls always service is horrible and loose hearing when using...	1
854	They have always been super friendly and helpful each time we visited in the past. Apple products seem to perform well compared to other brands and are long...	3
855	Apple Camp is a great opportunity for kids to learn and try things.  I do like the policy that parents have to be in the store during the sessions.  It...	1
856	"I had a very frustrating experience at this Apple Store. 
I purchased a new MacBook Air online and it was shipped to my house.
 I already owned an older..."	1
857	Disappointing to reach out to customer service about seemingly easy questions when you are returning from a vacation hold. Stephen had told me to touch base...	1
858	Ive been with wow for 5 years with 0 issues until this month.  Last month in april, we moved locations and called to have our router relocated. All we've...	1
859	I've always had a lukewarm feeling about WOW. The technology is behind the times, the service is average to below average, but the prices are low enough to...	1
860	I'm not a big fan of going to this particular location since it's Easton.  However it's the nearest Apple Store to where I live.  I know this place can be...	3
861	"Literally am typing this review while standing next to the Mac I'd like to purchase and told I was ""next in line for"" going on 25 min now. Love watching all..."	1
862	Coming to the Apple store (even with an appointment) has become worse that going to the BMV.	1
863	If you don't have an appointment, check-in with your name and a phone number. There isn't enough seating for their busy hours so be prepared to stand for a...	2
864	"Play Title: ""Great Coffee. Reliable Internet.""

Act 1: A cool coffee shop closes its doors. The baristas, the artists who gather there, the bookshelf and..."	1
865	Spectrum may have re-branded themselves from Time Warner however they did nothing internally to change the organization. Customer service is always...	1
866	This company is the worst ever!  3 appointments,  2 supervisors promising a technician would arrive, many hours wasted waiting around for a human to show up...	1
867	8+ hours on the phone, transferred 379 times..... no thank you. A simple activation turned into a full time job.	1
868	"So I get talked into switching from U-verse to direct TV.  This was possibly the worst customer service experience I have ever had. 

First the installation..."	1
869	This is how this store works:  One guy (the manager) who knows what he's doing and six other guys who run around trying to find the manager to ask him how...	1
870	Fred Powell in Corporate Office has awful customer service.  He had bully style approach in response to my very valid complaint about lack of service, and...	1
871	"It's a toss up which company is more incompetent- Time Warner/Spectrum or Verizon. For now I choose Verizon.

The store at Reed Rd. & Henderson has been a..."	1
872	I'm not a tech expert and always rely on businesses to be honest. We took an iPad to another repair shop. They insisted that it could not be repaired and...	3
873	"Great 

Precise 

Fair work! 

These guys are good! Quick response time from initial contact, great price on the iPad screen repair, And a quick turnaround...."	3
874	"Daniel, the owner, has been in communication with me since I wrote the first update.  

He looked into the dark spots again, responded to my questions, and..."	3
875	I've been to this location twice for my phone repair. They offer reasonable  pricing and the customer service is outstanding. The most recent visit involved...	3
876	"Fantastic knowledge service. They are excellent at notifying my email and making calls. 
My phones screen was so shattered that glass fell off of it and the..."	3
877	"I took a broken phone to CPR.  They tried and failed to fix it, and refunded my money when they couldn't fix it.

Everything about the place screams..."	3
878	Tried to get a repair there. Got a reservation.  While waiting, approached by 2 different floor staff to be sure I had checked in.  After a 25 minute wait,...	1
879	I'm only putting up a 1 because I can't do zero.  I can't share everything that has happened but the latest scam is I bought my phones at the end of the...	1
880	Waited 20 minutes to upgrade my phone. Told me I was all set to do it. Got to me and then couldn't because I wasn't authorized on the account. The girl that...	1
881	I went to this location and Alex gave me great service he made sure he took care of the customer he was with first before trying to do two things at once he...	3
882	I went to finish unlocking my iPhone but the person that was there was super rude whe I ask to help me with the process or explain or even call t-mobile to...	1
883	"Went to this T-Mobile location last night, 10/24/18 to transfer my LONG standing service at AT&T to a new T-Mobile account.  Seth, the ""T-Mobile Expert""..."	3
884	I have never been spoken to so brutally for no reason in almost any store let alone a place i have been a customer with for over 15 years!!!!! So here is my...	1
885	I dropped my phone and the volume buttons wouldn't work properly.  After a short time dismantling the phone, they showed me that a wire that was supposed to...	3
886	"Do yourself a favor and take your device to another place. 
I dropped off my daughter's iPad to get a screen replaced at 130pm.  They were going to call me..."	1
887	I went there on Tues 5/21/19 at 6:11pm and they guy told me he needed a full hour to fix my phone, they close at 7:00p so he couldn't do it. I came back...	1
888	Horrible experience waited 2 hours just to get help manager and workers were all hiding behind the counter to avoid doing any work, finally got help after...	1
889	Not sure what all these bad reviews are about! I went in needing a new phone and was helped by Coury who was amazing!! Coury helped with explaining monthly...	3
890	"Learn from my mistake and avoid this store.  

They charged me a $40 activation fee for my tablet yet no one warned me about it and it's not in my..."	1
891	My Android phone screen was cracked (though the phone and touchscreen were still functional) and the staff ordered a new screen and fixed the phone. They...	3
892	"They broke my phone while repairing it.  (It had been working fine beforehand, with a single crack in the screen.)  

The owner had the nerve to offer a..."	1
893	I went to a different repair shop one year prior for a cracked screen, and the screen replacement was dull in color and every time I tried to edit a text,...	3
894	".They have fixed phones of my over the past few years and have always done an awesome job. 

I brought my phone in to get repaired the other day and for..."	3
895	Wow..this place is 5 thumbs up..expert service,   low pricing...and dog friendly to boot!...I hung out for 90 min.while they set up replacement phone I...	3
896	They were wonderful! My husband has had his screen fixed three different times here. I told them about a discount I saw and they gave it to me without...	3
897	I could no longer turn my 5 yr. old Samsung phone off or on.  I took it to the Verizon store and they referred me to uBreakiFix at 790 Bethel Rd. Columbus,...	3
898	"Overall excellent service .. sometimes some service requests take longer than others , depending on the type of problem. 

There are times when they get a..."	3
899	They straight up lied and broke my iPhone... gave me a faulty part and then told me they couldn't help me... took my phone to another place and the tech...	1
900	After an unpleasant experience at another Verizon store, I was a little leery of going here, or any other location.  But this one shows what good customer...	3
901	"Funny how everybody says it's ""always packed"", every time I go, there's maybe 3 people max in the room...  Including staff, you might say I'm lucky that..."	1
902	Friendly, knowledgeable staff.  Oftentimes busy and a short wait is necessary.	3
903	Did I say Best customer service ever. Ryan store manager just upgraded my phone and did everything..... That's what I'm talking about....  Thanks about Ryan.	3
904	"Katie did a professional job today. She took the time to undo what others had messed up prior to her getting here. She gets a big TEN from me. 

She did the..."	3
905	Complete garbage service and equipment.  Had them for years and no matter how much I upgrade the garbage equipment given lags like no other.  I cannot wait...	1
906	Spectrum! They stated and advertised your bill will not go up no more than $20 a year.... we'll that was not true. My internet alone went from $34.99 to...	1
907	Went in with severe water damage on my iPhone X and the guy who was working there couldn't have been more helpful. Completely fixed the display for the...	3
908	Super friendly and knowledgeable people. I went in a day after I attempted to do my own repairs on my phone and I had seen a spark on my iPhone 8. I brought...	3
909	This place was recommended by a friend after I'd shattered my phone screen. They had the fairest quote after I'd called around. They didn't have a...	3
910	Finding service locations for cell providers is such a drag...  glad to have noticed this location while walking to lunch.  It only took me a minute to get...	3
911	This location has a great owner/Mgr and tech staff.  They are courteous and respectfully honored their warranty.  Thank You!!	3
912	They did a great job in repairing my phone.  To my surprise they can fix a lot of other items besides cell phones.  Friendly staff, very helpful!	3
913	Went in to fix my laptop and they were so kind! I only paid $50 and they communicated efficiently and made everything simple!! 10/10 fabulous	3
914	I'm giving 4 stars due to great service, but they are more expensive than what I've paid in the past and what another shop charges (I checked one closer to...	3
915	I had an issue with the touch screen on my iPhone I went to Verizon and the only thing they wanted to do was sell me a new phone that I didn't want so I...	3
916	Every time I have a problem or something is wrong with my bill the team here is so helpful. Sabrina is very nice and intelligent she doesn't push you into...	3
917	Why are all my replacement phones flawed...it's getting to be replace it once a week now. Really Tmobile, sprint is starting to look good to me again	2
918	I'm giving this place a 5 star because of the extremely nice guy who gave me an honest review and even looked some prices and some specifications on my...	3
919	My husband and I will no longer buy our cell phones at Best Buy. During a recent transaction, we were offered a generous data plan for a reasonable price,...	1
920	I have been to this store multiple times and never had bad service before. As a matter of fact it has always been exceptional. Today was different. I went...	1
921	We received A1+++ service.  We were met in a local in German Village (great coffee, BTW).  We received excellent, accurate advice about my wife's iPhone 6...	3
922	Fantastic!!! Would highly recommend. I dropped my phone and cracked the screen. Going through insurance through Verizon was a nightmare, so having an...	3
923	I walked in there desperate to pair my bluetooth with my IPhone.  Could not figure it out. Crystal paired it in 5 minutes! They were so nice, and I didn't...	3
924	I went to this T-Mobile store to change carriers and upgrade my phone to a Galaxy S 9+. The service was prompt and excellent.  Both my mobile service and...	3
925	I don't usually like to review chains as I think the service at most of them should be pretty consistent. However, this T-Mobile location is definitely an...	3
926	The staff here hooked my daughter up when we got her new phone. Great place & the staff is the best!	3
927	I recently purchased a new phone (using an upgrade) at this location. I was on an unlimited data plan and although they assured me that my plan would not...	1
928	The store was well-equipped with all the supplies that I needed and the staff was very knowledgeable and helpful to me.  GREAT experience!!!	3
929	I would like to say that our time spent in the whitehall store yesterday with Courtney was wonderful we got there as soon as the store opened and was out...	3
930	"Today I had the highest customer service experience here, and it started with me being a little peeved with the place.  But it wasn't their fought. 

My..."	3
931	There alright so I walk in there hit with all this people practically saying buy it buy it buy it. That's why I give this place 1 star	1
932	"The absolute worst customer service i have ever dealt with. On top of that - given false information about a ""guaranteed"" screen protector twice. If i could..."	1
933	"Stay away. They have no idea what they are doing.
Also refused to even honor a ""lifetime warranty ""
on phone shield. Manager was very rude and had no clue ."	1
934	Always great!  If they can't fix it...you don't pay for it.  Also great Place To get refurbished phones.  Highly recommend them. Good customer service!!	3
935	9/21/2017 I bought a Samsung tab S3 on a 2 year contract for $322.49 and I think they had some errors in their point-of-sale system or something but the...	3
936	"Play Title: ""Great Coffee. Reliable Internet.""

Act 1: A cool coffee shop closes its doors. The baristas, the artists who gather there, the bookshelf and..."	1
937	Why can't I give zero stars? Spectrum doesn't care about their customers and the Internet will go out every time you need it or want to use it. When the...	1
938	After promising to be at my house between 10 and 11 and not showing up, I was forced to contact Spectrum. I was told the technician was backed up on a call....	2
